qid_number,bool_ans,llm_ms,aov,model,scene,seq,semantic,acc
2.0,1,264.34,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,265.52,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,248.85,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,255.05,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,0,249.18,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,247.59,360,LLaVA_7,GMU,1,1,0.6322789360172538
5.0,0,272.46,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,268.06,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,266.8,360,LLaVA_7,GMU,1,1,0.6322789360172538
4.0,1,267.3,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,1,260.44,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,259.05,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,0,323.54,360,LLaVA_7,GMU,1,1,0.6322789360172538
8.0,0,325.1,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,268.28,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,263.31,360,LLaVA_7,GMU,1,1,0.6322789360172538
4.0,0,265.0,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,267.77,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,320.22,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,319.96,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,320.79,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,325.28,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,320.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,320.86,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,264.57,360,LLaVA_7,GMU,1,1,0.6322789360172538
10.0,1,268.97,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,1,320.45,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,1,327.54,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,275.22,360,LLaVA_7,GMU,1,1,0.6322789360172538
5.0,0,267.95,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,303.81,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,303.13,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,0,299.6,360,LLaVA_7,GMU,1,1,0.6322789360172538
10.0,1,272.41,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,254.84,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,248.42,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,0,267.56,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,264.88,360,LLaVA_7,GMU,1,1,0.6322789360172538
4.0,0,268.13,360,LLaVA_7,GMU,1,1,0.6322789360172538
5.0,0,275.11,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,1,263.79,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,0,262.92,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,0,268.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,263.0,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,244.98,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,250.88,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,246.43,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,245.09,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,1,270.54,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,298.89,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,1,308.87,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,303.82,360,LLaVA_7,GMU,1,1,0.6322789360172538
8.0,0,323.07,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,323.29,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,306.4,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,305.71,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,355.06,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,352.95,360,LLaVA_7,GMU,1,1,0.6322789360172538
6.0,0,301.86,360,LLaVA_7,GMU,1,1,0.6322789360172538
10.0,1,273.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,0,263.05,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,262.25,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,0,262.1,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,265.33,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,301.57,360,LLaVA_7,GMU,3,1,0.6322789360172538
11.0,1,300.33,360,LLaVA_7,GMU,3,1,0.6322789360172538
1.0,1,268.55,360,LLaVA_7,GMU,3,1,0.6322789360172538
4.0,0,264.73,360,LLaVA_7,GMU,3,1,0.6322789360172538
3.0,0,306.25,360,LLaVA_7,GMU,3,1,0.6322789360172538
14.0,0,309.32,360,LLaVA_7,GMU,3,1,0.6322789360172538
2.0,0,307.72,360,LLaVA_7,GMU,3,1,0.6322789360172538
2.0,0,305.14,360,LLaVA_7,GMU,3,1,0.6322789360172538
16.0,0,304.96,360,LLaVA_7,GMU,3,1,0.6322789360172538
16.0,1,305.63,360,LLaVA_7,GMU,3,1,0.6322789360172538
2.0,1,351.19,360,LLaVA_7,GMU,3,1,0.6322789360172538
9.0,1,351.78,360,LLaVA_7,GMU,3,1,0.6322789360172538
6.0,0,328.41,360,LLaVA_7,GMU,3,1,0.6322789360172538
10.0,1,323.62,360,LLaVA_7,GMU,3,1,0.6322789360172538
7.0,1,321.25,360,LLaVA_7,GMU,3,1,0.6322789360172538
16.0,1,322.61,360,LLaVA_7,GMU,3,1,0.6322789360172538
2.0,0,300.79,360,LLaVA_7,GMU,3,1,0.6322789360172538
3.0,1,302.74,360,LLaVA_7,GMU,3,1,0.6322789360172538
3.0,0,300.48,360,LLaVA_7,GMU,3,1,0.6322789360172538
9.0,1,305.38,360,LLaVA_7,GMU,3,1,0.6322789360172538
7.0,1,325.23,360,LLaVA_7,GMU,3,1,0.6322789360172538
16.0,1,321.53,360,LLaVA_7,GMU,3,1,0.6322789360172538
12.0,0,306.81,360,LLaVA_7,GMU,3,1,0.6322789360172538
16.0,1,303.87,360,LLaVA_7,GMU,3,1,0.6322789360172538
2.0,1,309.8,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,0,334.49,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,304.27,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,0,302.58,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,262.16,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,0,259.46,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,262.63,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,263.29,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,247.83,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,265.81,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,253.37,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,249.25,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,266.28,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,265.05,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,265.95,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,266.03,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,261.49,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,0,258.74,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,268.82,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,281.48,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,0,262.61,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,248.51,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,265.46,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,0,266.98,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,0,265.33,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,267.38,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,282.7,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,265.94,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,268.07,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,249.85,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,306.0,360,LLaVA_7,GMU,2,1,0.6322789360172538
15.0,1,303.87,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,302.55,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,300.16,360,LLaVA_7,GMU,2,1,0.6322789360172538
1.0,1,324.29,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,0,320.75,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,337.11,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,322.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,1,304.64,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,304.63,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,322.87,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,342.25,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,307.98,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,308.74,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,353.94,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,351.82,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,304.73,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,305.43,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,327.76,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,323.45,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,323.06,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,1,328.46,360,LLaVA_7,GMU,2,1,0.6322789360172538
15.0,1,323.36,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,324.07,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,320.91,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,324.24,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,392.7,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,392.43,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,1,327.95,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,326.06,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,351.25,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,356.71,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,352.01,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,352.34,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,304.47,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,311.83,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,323.8,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,326.31,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,417.34,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,415.78,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,396.69,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,0,406.45,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,331.43,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,335.97,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,355.3,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,351.71,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,1,396.33,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,393.23,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,327.43,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,0,329.78,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,306.23,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,306.37,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,351.59,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,352.67,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,1,354.01,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,359.52,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,1,402.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,397.74,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,358.55,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,355.17,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,357.49,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,355.13,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,334.62,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,302.56,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,252.12,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,0,261.18,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,260.81,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,261.85,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,1,265.57,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,265.7,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,0,268.32,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,268.14,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,262.38,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,261.4,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,303.59,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,300.83,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,252.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,1,261.39,360,LLaVA_7,GMU,2,1,0.6322789360172538
1.0,1,321.29,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,1,326.18,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,0,264.22,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,265.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,1,301.49,360,LLaVA_7,GMU,2,1,0.6322789360172538
15.0,1,271.62,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,354.42,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,356.33,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,360.55,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,0,362.51,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,1,354.84,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,355.46,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,393.94,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,394.65,360,LLaVA_7,GMU,2,1,0.6322789360172538
15.0,1,325.94,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,321.53,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,0,265.15,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,0,262.87,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,300.69,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,311.26,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,266.0,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,265.92,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,0,263.72,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,249.08,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,267.75,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,263.71,360,LLaVA_7,GMU,2,1,0.6322789360172538
15.0,1,249.26,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,263.28,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,0,302.65,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,303.22,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,300.78,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,303.69,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,249.19,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,250.36,360,LLaVA_7,GMU,2,1,0.6322789360172538
1.0,0,323.43,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,320.58,360,LLaVA_7,GMU,2,1,0.6322789360172538
3.0,0,263.17,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,0,265.43,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,300.47,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,304.29,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,268.51,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,268.76,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,306.61,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,301.89,360,LLaVA_7,GMU,2,1,0.6322789360172538
15.0,1,252.21,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,249.06,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,264.19,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,0,267.16,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,0,269.86,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,271.68,360,LLaVA_7,GMU,2,1,0.6322789360172538
1.0,1,338.62,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,326.33,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,351.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,353.57,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,304.62,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,305.36,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,0,322.99,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,328.79,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,253.01,360,LLaVA_7,GMU,2,1,0.6322789360172538
13.0,0,261.58,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,1,303.85,360,LLaVA_7,GMU,2,1,0.6322789360172538
6.0,0,306.26,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,301.83,360,LLaVA_7,GMU,2,1,0.6322789360172538
8.0,0,301.65,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,264.47,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,0,267.49,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,1,309.1,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,311.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,305.67,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,305.63,360,LLaVA_7,GMU,2,1,0.6322789360172538
7.0,1,247.35,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,246.38,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,263.04,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,261.58,360,LLaVA_7,GMU,2,1,0.6322789360172538
4.0,1,249.25,360,LLaVA_7,GMU,2,1,0.6322789360172538
11.0,1,255.96,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,301.84,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,307.03,360,LLaVA_7,GMU,2,1,0.6322789360172538
12.0,1,302.14,360,LLaVA_7,GMU,2,1,0.6322789360172538
16.0,1,303.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,1,266.2,360,LLaVA_7,GMU,2,1,0.6322789360172538
5.0,1,266.39,360,LLaVA_7,GMU,2,1,0.6322789360172538
9.0,1,306.14,360,LLaVA_7,GMU,2,1,0.6322789360172538
14.0,0,310.82,360,LLaVA_7,GMU,2,1,0.6322789360172538
1.0,1,308.55,360,LLaVA_7,GMU,2,1,0.6322789360172538
10.0,1,309.18,360,LLaVA_7,GMU,2,1,0.6322789360172538
2.0,0,320.27,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,320.41,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,1,311.23,360,LLaVA_7,GMU,1,1,0.6322789360172538
4.0,0,305.08,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,0,320.15,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,322.42,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,1,304.15,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,306.05,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,320.21,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,329.78,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,311.39,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,302.92,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,299.48,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,300.81,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,1,300.52,360,LLaVA_7,GMU,1,1,0.6322789360172538
6.0,0,300.43,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,1,300.1,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,289.7,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,1,272.43,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,264.13,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,260.52,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,247.89,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,0,320.93,360,LLaVA_7,GMU,1,1,0.6322789360172538
9.0,1,320.91,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,1,302.29,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,303.96,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,271.85,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,267.93,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,0,246.57,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,248.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,264.45,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,264.13,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,264.13,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,0,272.15,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,1,265.39,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,252.89,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,251.0,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,248.54,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,261.56,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,250.35,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,1,252.82,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,0,253.06,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,0,269.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,267.58,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,309.99,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,308.8,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,250.11,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,259.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,269.1,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,268.73,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,0,264.49,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,249.94,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,258.61,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,255.72,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,253.03,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,252.39,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,250.12,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,250.44,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,250.32,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,251.07,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,269.82,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,265.18,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,308.14,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,311.02,360,LLaVA_7,GMU,1,1,0.6322789360172538
5.0,0,305.45,360,LLaVA_7,GMU,1,1,0.6322789360172538
10.0,1,312.57,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,1,267.63,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,0,250.73,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,251.61,360,LLaVA_7,GMU,1,1,0.6322789360172538
14.0,0,249.92,360,LLaVA_7,GMU,1,1,0.6322789360172538
1.0,1,308.9,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,275.95,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,1,308.33,360,LLaVA_7,GMU,1,1,0.6322789360172538
4.0,1,306.35,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,265.01,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,0,261.21,360,LLaVA_7,GMU,1,1,0.6322789360172538
7.0,1,260.25,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,263.66,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,0,260.25,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,248.13,360,LLaVA_7,GMU,1,1,0.6322789360172538
15.0,1,304.95,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,300.3,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,0,354.89,360,LLaVA_7,GMU,1,1,0.6322789360172538
5.0,0,350.71,360,LLaVA_7,GMU,1,1,0.6322789360172538
13.0,1,353.42,360,LLaVA_7,GMU,1,1,0.6322789360172538
16.0,1,351.19,360,LLaVA_7,GMU,1,1,0.6322789360172538
3.0,0,302.54,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,315.11,360,LLaVA_7,GMU,1,1,0.6322789360172538
4.0,0,269.87,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,271.71,360,LLaVA_7,GMU,1,1,0.6322789360172538
2.0,1,263.66,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,262.24,360,LLaVA_7,GMU,1,1,0.6322789360172538
10.0,1,262.98,360,LLaVA_7,GMU,1,1,0.6322789360172538
11.0,1,263.03,360,LLaVA_7,GMU,1,1,0.6322789360172538
12.0,0,302.78,360,LLaVA_7,GMU,1,1,0.6322789360172538
