qid_number,bool_ans,llm_ms,aov,model,scene,seq,acc
1.0,0,397.9,70,LLaVA_7,GTown,3,0.10256410256410256
1.0,0,322.46,70,LLaVA_7,GTown,3,0.10256410256410256
1.0,0,261.28,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,261.9,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,306.94,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,326.82,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,271.94,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,270.13,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,1,271.64,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,247.62,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,268.3,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,268.17,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,264.74,70,LLaVA_7,GTown,2,0.10256410256410256
1.0,0,306.99,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,340.77,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,273.07,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,261.81,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,246.55,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,247.13,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,267.64,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,261.49,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,267.65,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,268.71,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,307.37,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,263.98,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,0,268.69,70,LLaVA_7,GTown,1,0.10256410256410256
1.0,1,271.22,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,0,260.4,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,0,307.08,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,0,227.18,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,1,265.03,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,0,269.0,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,0,322.81,70,LLaVA_7,GTown2,3,0.10256410256410256
1.0,0,268.29,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,1,268.48,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,270.57,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,268.48,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,236.75,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,307.97,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,306.12,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,307.51,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,260.77,70,LLaVA_7,GTown2,2,0.10256410256410256
1.0,0,269.6,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,0,306.61,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,0,323.36,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,1,322.85,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,0,246.39,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,1,267.01,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,0,245.96,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,0,261.65,70,LLaVA_7,GTown2,1,0.10256410256410256
1.0,0,330.17,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,1,308.73,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,268.63,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,265.17,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,268.94,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,1,307.96,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,261.44,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,261.65,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,304.06,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,295.77,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,307.85,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,278.37,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,1,322.45,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,356.97,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,358.26,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,268.99,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,354.2,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,348.93,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,309.48,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,304.27,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,269.2,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,267.33,70,LLaVA_7,GWU,3,0.10256410256410256
1.0,0,261.4,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,304.79,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,321.5,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,1,267.91,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,268.14,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,360.27,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,271.54,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,311.64,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,270.18,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,265.14,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,306.31,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,322.99,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,1,324.99,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,309.66,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,1,269.36,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,269.22,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,267.96,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,0,266.17,70,LLaVA_7,GWU,4,0.10256410256410256
1.0,1,305.2,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,262.03,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,266.67,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,266.23,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,261.74,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,263.8,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,269.1,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,305.57,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,270.83,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,323.11,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,350.83,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,261.55,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,268.41,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,306.55,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,268.96,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,275.25,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,270.0,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,269.49,70,LLaVA_7,GWU,5,0.10256410256410256
1.0,0,268.71,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,309.59,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,326.48,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,279.08,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,310.53,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,323.08,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,316.7,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,252.98,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,264.63,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,272.07,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,1,326.36,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,327.55,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,263.13,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,326.89,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,270.58,70,LLaVA_7,GWU,2,0.10256410256410256
1.0,0,261.91,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,228.71,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,269.19,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,322.1,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,385.48,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,268.32,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,307.71,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,1,310.28,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,0,306.08,70,LLaVA_7,GWU,1,0.10256410256410256
1.0,1,267.65,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,261.02,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,260.91,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,268.29,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,302.96,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,267.75,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,304.53,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,306.65,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,304.8,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,322.09,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,267.59,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,268.25,70,LLaVA_7,Marymount,2,0.10256410256410256
1.0,0,251.74,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,1,306.43,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,268.85,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,260.95,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,246.89,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,1,324.66,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,311.41,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,1,309.48,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,261.03,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,262.16,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,305.64,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,306.33,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,271.16,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,304.98,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,1,323.2,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,261.36,70,LLaVA_7,Marymount,1,0.10256410256410256
1.0,0,305.27,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,304.27,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,267.65,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,266.93,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,267.42,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,246.18,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,267.63,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,267.25,70,LLaVA_7,NOVA,3,0.10256410256410256
1.0,0,304.54,70,LLaVA_7,NOVA,4,0.10256410256410256
1.0,0,305.26,70,LLaVA_7,NOVA,2,0.10256410256410256
1.0,0,260.73,70,LLaVA_7,NOVA,2,0.10256410256410256
1.0,0,267.34,70,LLaVA_7,NOVA,2,0.10256410256410256
1.0,0,270.46,70,LLaVA_7,NOVA,2,0.10256410256410256
1.0,0,270.72,70,LLaVA_7,NOVA,2,0.10256410256410256
1.0,1,247.58,70,LLaVA_7,NOVA,2,0.10256410256410256
1.0,0,304.67,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,264.83,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,264.98,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,261.86,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,255.42,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,261.26,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,264.79,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,246.13,70,LLaVA_7,NOVA,1,0.10256410256410256
1.0,0,321.09,70,LLaVA_7,UDC,3,0.10256410256410256
1.0,0,304.45,70,LLaVA_7,UDC,3,0.10256410256410256
1.0,0,245.45,70,LLaVA_7,UDC,3,0.10256410256410256
1.0,0,226.62,70,LLaVA_7,UDC,3,0.10256410256410256
1.0,0,260.52,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,250.25,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,234.55,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,302.95,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,226.06,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,225.72,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,225.85,70,LLaVA_7,UDC,4,0.10256410256410256
1.0,0,260.13,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,245.8,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,260.18,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,260.11,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,267.99,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,304.64,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,262.64,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,1,321.83,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,322.05,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,303.54,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,264.62,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,304.29,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,320.1,70,LLaVA_7,UDC,2,0.10256410256410256
1.0,0,311.56,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,248.05,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,260.61,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,247.28,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,249.53,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,245.41,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,272.1,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,266.53,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,261.01,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,260.77,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,260.68,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,323.91,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,321.2,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,0,264.15,70,LLaVA_7,UDC,1,0.10256410256410256
1.0,1,378.81,360,minicpmo,AU,3,0.8564102564102564
1.0,1,352.93,360,minicpmo,AU,3,0.8564102564102564
1.0,1,403.68,360,minicpmo,AU,3,0.8564102564102564
1.0,1,348.6,360,minicpmo,AU,3,0.8564102564102564
1.0,1,377.42,360,minicpmo,AU,3,0.8564102564102564
1.0,1,346.91,360,minicpmo,AU,3,0.8564102564102564
1.0,1,376.37,360,minicpmo,AU,2,0.8564102564102564
1.0,1,379.16,360,minicpmo,AU,2,0.8564102564102564
1.0,1,331.15,360,minicpmo,AU,2,0.8564102564102564
1.0,1,350.61,360,minicpmo,AU,2,0.8564102564102564
1.0,1,377.6,360,minicpmo,AU,2,0.8564102564102564
1.0,1,351.39,360,minicpmo,AU,2,0.8564102564102564
1.0,1,375.21,360,minicpmo,AU,2,0.8564102564102564
1.0,1,354.77,360,minicpmo,AU,2,0.8564102564102564
1.0,1,404.63,360,minicpmo,AU,2,0.8564102564102564
1.0,1,403.46,360,minicpmo,AU,2,0.8564102564102564
1.0,1,380.29,360,minicpmo,AU,2,0.8564102564102564
1.0,1,373.88,360,minicpmo,AU,1,0.8564102564102564
1.0,1,378.34,360,minicpmo,AU,1,0.8564102564102564
1.0,1,376.98,360,minicpmo,AU,1,0.8564102564102564
1.0,0,426.55,360,minicpmo,AU,1,0.8564102564102564
1.0,1,376.52,360,minicpmo,AU,1,0.8564102564102564
1.0,1,376.81,360,minicpmo,AU,1,0.8564102564102564
1.0,1,398.6,360,minicpmo,AU,1,0.8564102564102564
1.0,1,409.06,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,355.0,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,348.32,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,387.6,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,379.47,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,354.97,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,354.7,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,380.8,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,378.15,360,minicpmo,CUA,3,0.8564102564102564
1.0,1,356.37,360,minicpmo,CUA,4,0.8564102564102564
1.0,0,463.52,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,409.91,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,433.33,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,384.38,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,430.23,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,383.59,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,379.33,360,minicpmo,CUA,4,0.8564102564102564
1.0,0,435.08,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,379.1,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,380.17,360,minicpmo,CUA,4,0.8564102564102564
1.0,1,380.84,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,385.99,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,406.25,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,353.28,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,401.03,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,354.23,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,385.65,360,minicpmo,CUA,5,0.8564102564102564
1.0,0,406.58,360,minicpmo,CUA,5,0.8564102564102564
1.0,1,352.78,360,minicpmo,CUA,2,0.8564102564102564
1.0,1,359.07,360,minicpmo,CUA,2,0.8564102564102564
1.0,1,347.53,360,minicpmo,CUA,2,0.8564102564102564
1.0,1,354.47,360,minicpmo,CUA,2,0.8564102564102564
1.0,0,409.02,360,minicpmo,CUA,2,0.8564102564102564
1.0,1,387.26,360,minicpmo,CUA,2,0.8564102564102564
1.0,1,409.03,360,minicpmo,CUA,2,0.8564102564102564
1.0,1,406.6,360,minicpmo,CUA,1,0.8564102564102564
1.0,1,401.4,360,minicpmo,CUA,1,0.8564102564102564
1.0,1,383.85,360,minicpmo,CUA,1,0.8564102564102564
1.0,1,353.26,360,minicpmo,CUA,1,0.8564102564102564
1.0,1,379.92,360,minicpmo,CUA,1,0.8564102564102564
1.0,1,388.44,360,minicpmo,CUA,1,0.8564102564102564
1.0,0,379.45,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,396.53,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,401.33,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,350.07,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,384.56,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,404.45,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,350.38,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,377.37,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,380.95,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,402.09,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,381.1,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,402.2,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,350.93,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,404.99,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,401.56,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,381.56,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,378.62,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,377.72,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,382.33,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,402.6,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,348.56,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,381.31,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,454.5,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,463.25,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,434.19,360,minicpmo,GMU,2,0.8564102564102564
1.0,0,435.47,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,377.15,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,419.73,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,404.59,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,406.22,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,431.46,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,434.99,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,435.84,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,408.15,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,402.53,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,420.29,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,381.46,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,378.9,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,383.49,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,382.49,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,407.57,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,406.39,360,minicpmo,GMU,2,0.8564102564102564
1.0,0,406.84,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,431.69,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,402.9,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,406.05,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,380.45,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,381.3,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,408.68,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,379.76,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,403.85,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,405.33,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,429.2,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,402.63,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,402.87,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,402.63,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,377.2,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,380.35,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,376.68,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,404.82,360,minicpmo,GMU,2,0.8564102564102564
1.0,0,405.03,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,406.97,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,347.76,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,378.5,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,431.55,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,382.5,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,402.8,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,396.94,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,356.08,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,431.06,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,379.59,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,455.13,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,381.04,360,minicpmo,GMU,3,0.8564102564102564
1.0,1,384.16,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,382.01,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,403.41,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,403.48,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,377.79,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,377.87,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,407.32,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,406.71,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,397.28,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,351.46,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,465.26,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,380.86,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,436.32,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,380.57,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,382.03,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,382.23,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,351.04,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,345.21,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,379.39,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,402.88,360,minicpmo,GMU,2,0.8564102564102564
1.0,1,404.0,360,minicpmo,GMU,2,0.8564102564102564
1.0,0,495.32,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,396.84,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,379.03,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,379.77,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,382.3,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,408.29,360,minicpmo,GMU,1,0.8564102564102564
1.0,1,350.84,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,402.63,360,minicpmo,GMU,1,0.8564102564102564
1.0,0,420.01,360,minicpmo,GTown,3,0.8564102564102564
1.0,0,512.18,360,minicpmo,GTown,3,0.8564102564102564
1.0,0,574.79,360,minicpmo,GTown,3,0.8564102564102564
1.0,0,494.08,360,minicpmo,GTown,3,0.8564102564102564
1.0,1,382.09,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,384.65,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,383.38,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,379.57,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,380.77,360,minicpmo,GTown,2,0.8564102564102564
1.0,0,493.25,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,493.76,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,378.85,360,minicpmo,GTown,2,0.8564102564102564
1.0,0,379.14,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,412.26,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,428.93,360,minicpmo,GTown,2,0.8564102564102564
1.0,1,404.76,360,minicpmo,GTown,1,0.8564102564102564
1.0,1,385.47,360,minicpmo,GTown,1,0.8564102564102564
1.0,0,433.49,360,minicpmo,GTown,1,0.8564102564102564
1.0,1,468.99,360,minicpmo,GTown,1,0.8564102564102564
1.0,1,355.75,360,minicpmo,GTown,1,0.8564102564102564
